# Simulation 4 (Up to date)
# 2266 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (48 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
3.6631,909.41,299.24,-52.482,300,52.551,-47.382,-35.457,59.179,-143.19,21.318,2.6929,55.7,-4.8108,9.8121,0.12202,5.3063e-6,2.8868,0.045868,1219.7,288.5,0.086638,3.944e-4,75.124,58.112,3.6982,0.89442,18345374,0,52.128,0.63516,0.63519,0.29441,0.12638,0.21436,0.01898,0.070255,-1.4697e-4,0,0,0,0,1.4585e-5,0.026188,4.6,16.619,84.938,-152.61,5.4123,7.4643,881.8,335.82,0.01,0.23486
3.6731,912.4,298.72,-52.196,299.48,52.277,-47.556,-35.578,59.392,-143.2,21.291,2.8964,55.7,-4.8108,9.8121,0.092281,9.731e-6,4.444,0.039149,1219.7,288.5,0.086638,3.944e-4,75.129,58.112,3.6994,0.89287,18308781,0,51.807,0.63367,0.63369,0.2945,0.12515,0.21402,0.014308,0.05304,1.543e-4,0,0,0,0,3.4686e-5,0.026143,4.6,16.619,84.97,-152.41,5.3553,7.4448,881.48,335.81,0.01,0.23529
3.6831,915.38,298.2,-51.907,298.96,52.005,-47.731,-35.7,59.605,-143.21,21.26,3.2034,55.7,-4.8108,9.8121,0.050317,5.068e-6,5.4776,-0.011287,1219.7,288.5,0.086638,3.944e-4,75.151,58.112,3.704,0.89134,18272369,0,51.491,0.63222,0.63222,0.29459,0.12395,0.21368,0.0077716,0.028345,-3.8639e-4,0,0,0,0,5.2882e-5,0.026098,4.6,16.619,85.015,-152.13,5.2982,7.4254,881.16,335.8,0.01,0.23569
3.6931,918.36,297.68,-51.618,298.44,51.741,-47.905,-35.822,59.817,-143.21,21.226,3.571,55.7,-4.8108,9.8121,0.0021691,-2.763e-6,5.6181,-1.578,1219.7,288.5,0.086638,3.944e-4,75.18,58.112,3.7104,0.88981,18236137,0,51.181,0.63079,0.63079,0.29467,0.12278,0.21334,3.3361e-4,0.0013737,1.806e-4,0,0,0,0,5.5825e-5,0.026053,4.6,16.619,85.065,-151.81,5.2411,7.4061,880.84,335.79,0.01,0.23611
3.7031,921.34,297.17,-51.332,297.92,51.488,-48.079,-35.943,60.029,-143.22,21.189,4.0032,55.7,-4.8108,9.8121,0.052133,6.5822e-6,-5.5233,-0.1508,1219.7,288.5,0.086638,3.944e-4,75.086,58.112,3.69,0.8883,1.82e7,0,50.877,0.62941,0.62941,0.29476,0.12164,0.21301,0.0080286,0.029406,-8.1937e-5,0,0,0,0,-5.4143e-5,0.026008,4.6,16.619,85.115,-151.48,5.219,7.3867,880.53,335.78,0.01,0.23651
3.7131,924.31,296.65,-51.049,297.41,51.248,-48.253,-36.064,60.241,-143.23,21.147,4.5069,55.7,-4.8108,9.8121,0.11218,4.7828e-6,-4.3488,-0.10547,1219.7,288.5,0.086638,3.944e-4,74.981,58.112,3.6671,0.88682,18164868,0,50.582,0.62807,0.62809,0.29484,0.12054,0.21268,0.017308,0.063685,1.9667e-4,0,0,0,0,-3.3681e-5,0.025964,4.6,16.619,85.158,-151.18,5.2729,7.3674,880.21,335.76,0.01,0.23691
3.7231,927.27,296.15,-50.782,296.9,51.016,-48.426,-36.185,60.452,-143.23,21.101,4.8761,55.7,-4.8108,9.8121,0.15619,1.8893e-6,-2.4792,-0.096009,1219.7,288.5,0.086638,3.944e-4,74.896,58.112,3.6487,0.88534,1.813e7,0,50.292,0.62675,0.6268,0.29493,0.11947,0.21235,0.024123,0.088347,3.2611e-4,0,0,0,0,-1.0983e-5,0.02592,4.6,16.619,85.188,-150.97,5.3268,7.3482,879.9,335.75,0.01,0.23731
3.7331,930.23,295.64,-50.533,296.39,50.785,-48.598,-36.306,60.663,-143.24,21.053,5.052,55.7,-4.8108,9.812,0.17838,6.2487e-6,-0.15207,-0.11207,1219.7,288.5,0.086638,3.944e-4,74.839,58.112,3.6363,0.88386,18094619,0,50.005,0.62546,0.62553,0.29501,0.11842,0.21203,0.027545,0.10031,-4.5475e-5,0,0,0,0,-4.1464e-8,0.025875,4.6,16.619,85.199,-150.88,5.3807,7.3289,879.58,335.74,0.01,0.23774
3.7431,933.18,295.13,-50.302,295.88,50.551,-48.771,-36.427,60.873,-143.24,21.005,5.0113,55.7,-4.8108,9.812,0.17635,6.0415e-6,2.2777,-0.098771,1219.7,288.5,0.086638,3.944e-4,74.813,58.112,3.6305,0.8824,1.806e7,0,49.72,0.6242,0.62426,0.29509,0.1174,0.21171,0.02719,0.099094,-1.8156e-4,0,0,0,0,9.3335e-6,0.025832,4.6,16.619,85.189,-150.93,5.4346,7.3097,879.27,335.73,0.01,0.23825
3.7531,936.13,294.63,-50.09,295.38,50.313,-48.942,-36.548,61.083,-143.25,20.958,4.7272,55.7,-4.8108,9.812,0.1469,6.4461e-6,4.5166,-0.11822,1219.7,288.5,0.086638,3.944e-4,74.82,58.112,3.6322,0.88093,18024925,0,49.438,0.62296,0.623,0.29518,0.11639,0.21139,0.022581,0.081585,-3.2494e-4,0,0,0,0,3.6827e-5,0.025788,4.6,16.619,85.158,-151.12,5.4672,7.2906,878.95,335.72,0.01,0.23867
3.7631,939.08,294.13,-49.899,294.88,50.077,-49.114,-36.668,61.292,-143.26,20.914,4.2092,55.7,-4.8108,9.812,0.090079,4.9355e-6,6.1076,-0.15613,1219.7,288.5,0.086638,3.944e-4,74.863,58.112,3.6414,0.87947,1.799e7,0,49.156,0.62173,0.62174,0.29526,0.1154,0.21107,0.013783,0.049774,4.9903e-4,0,0,0,0,6.757e-5,0.025744,4.6,16.619,85.11,-151.42,5.4536,7.2714,878.64,335.71,0.01,0.23905
3.7731,942.02,293.63,-49.72,294.38,49.852,-49.284,-36.788,61.501,-143.26,20.876,3.6214,55.7,-4.8108,9.812,0.022313,9.8761e-6,6.8629,-0.3932,1219.7,288.5,0.086638,3.944e-4,74.92,58.112,3.6537,0.87801,17955352,0,48.879,0.62052,0.62052,0.29534,0.11443,0.21075,0.0033966,0.01199,2.7577e-4,0,0,0,0,8.5606e-5,0.025701,4.6,16.619,85.052,-151.78,5.44,7.2523,878.33,335.69,0.01,0.23943
3.7831,944.95,293.14,-49.546,293.88,49.64,-49.455,-36.908,61.709,-143.27,20.843,3.053,55.7,-4.8108,9.812,0.047192,-4.5455e-6,-6.6908,-0.049733,1219.7,288.5,0.086638,3.944e-4,74.86,58.112,3.6408,0.87655,17920803,0,48.607,0.61933,0.61934,0.29542,0.11348,0.21043,0.007184,0.025992,-2.6769e-5,0,0,0,0,-8.1641e-5,0.025658,4.6,16.619,84.991,-152.15,5.4264,7.2332,878.02,335.68,0.01,0.23981
3.7931,947.88,292.64,-49.372,293.38,49.44,-49.625,-37.028,61.917,-143.27,20.815,2.5779,55.7,-4.8108,9.812,0.10927,7.5623e-6,-5.6391,0.013829,1219.7,288.5,0.086638,3.944e-4,74.754,58.112,3.6177,0.8751,17886408,0,48.34,0.61817,0.61819,0.2955,0.11255,0.21011,0.01667,0.060389,-4.7574e-4,0,0,0,0,-5.8189e-5,0.025616,4.6,16.619,84.936,-152.47,5.4128,7.2142,877.7,335.67,0.01,0.24026
3.8031,950.8,292.15,-49.187,292.89,49.24,-49.795,-37.148,62.125,-143.28,20.791,2.3015,55.7,-4.8108,9.812,0.14891,3.8398e-6,-3.8833,0.030741,1219.7,288.5,0.086638,3.944e-4,74.676,58.112,3.6009,0.87367,17852339,0,48.078,0.61703,0.61708,0.29559,0.11165,0.2098,0.022737,0.081586,-9.8396e-5,0,0,0,0,-2.7687e-5,0.025573,4.6,16.619,84.893,-152.72,5.4369,7.1952,877.39,335.66,0.01,0.24067
3.8131,953.72,291.66,-48.979,292.4,49.031,-49.965,-37.268,62.333,-143.28,20.768,2.2747,55.7,-4.8108,9.812,0.15338,7.3189e-6,-1.9157,0.030689,1219.7,288.5,0.086638,3.944e-4,74.644,58.112,3.5938,0.87226,17818804,0,47.821,0.61593,0.61598,0.29566,0.11077,0.20949,0.023397,0.084441,-3.8257e-4,0,0,0,0,-6.7604e-6,0.025531,4.6,16.619,84.867,-152.87,5.5433,7.1762,877.08,335.65,0.01,0.24109
3.8231,956.64,291.17,-48.757,291.91,48.815,-50.135,-37.387,62.541,-143.29,20.746,2.378,55.7,-4.8108,9.812,0.13795,3.7303e-6,-0.022091,0.04632,1219.7,288.5,0.086638,3.944e-4,74.636,58.112,3.5922,0.87086,17785420,0,47.566,0.61485,0.61489,0.29574,0.10992,0.20919,0.020997,0.0752,2.296e-4,0,0,0,0,0,0.025489,4.6,16.619,84.858,-152.91,5.6496,7.1573,876.77,335.64,0.01,0.24151
3.8331,959.54,290.68,-48.526,291.42,48.596,-50.305,-37.506,62.748,-143.29,20.721,2.6018,55.7,-4.8108,9.812,0.10547,4.6956e-6,1.5523,0.040073,1219.7,288.5,0.086638,3.944e-4,74.651,58.112,3.5953,0.86946,17752185,0,47.313,0.61378,0.61381,0.29582,0.10908,0.20889,0.016003,0.057121,-3.1345e-4,0,0,0,0,4.4681e-6,0.025447,4.6,16.619,84.866,-152.86,5.7559,7.1384,876.46,335.62,0.01,0.24197
3.8431,962.45,290.2,-48.288,290.94,48.377,-50.474,-37.625,62.955,-143.3,20.693,2.9289,55.7,-4.8108,9.8119,0.060251,3.6517e-6,2.6195,0.012336,1219.7,288.5,0.086638,3.944e-4,74.681,58.112,3.6019,0.86807,17719098,0,47.064,0.61274,0.61274,0.2959,0.10825,0.20859,0.0091075,0.032678,-4.0704e-4,0,0,0,0,1.2765e-5,0.025405,4.6,16.619,84.884,-152.75,5.8623,7.1195,876.15,335.61,0.01,0.24258
3.8531,965.35,289.72,-48.055,290.45,48.164,-50.643,-37.744,63.161,-143.3,20.662,3.2379,55.7,-4.8108,9.8119,0.018177,8.1253e-6,3.0598,-0.12208,1219.7,288.5,0.086638,3.944e-4,74.708,58.112,3.6078,0.86668,17685918,0,46.816,0.6117,0.6117,0.29597,0.10744,0.20829,0.0027377,0.0094877,-2.7192e-4,0,0,0,0,1.7474e-5,0.025363,4.6,16.619,84.91,-152.59,5.9186,7.1006,875.85,335.6,0.01,0.24302
3.8631,968.24,289.24,-47.837,289.97,47.957,-50.812,-37.863,63.368,-143.31,20.629,3.392,55.7,-4.8108,9.8119,0.0051041,2.9442e-6,-3.0782,-0.75672,1219.7,288.5,0.086638,3.944e-4,74.698,58.112,3.6057,0.86526,17652362,0,46.568,0.61066,0.61066,0.29605,0.10662,0.20798,7.6717e-4,0.0030189,3.9893e-4,0,0,0,0,-1.7744e-5,0.025322,4.6,16.619,84.937,-152.41,5.8658,7.0818,875.54,335.59,0.01,0.24342
3.8731,971.13,288.76,-47.622,289.5,47.753,-50.981,-37.982,63.574,-143.31,20.595,3.5367,55.7,-4.8108,9.8119,0.02684,4.3537e-6,-2.9559,-0.20025,1219.7,288.5,0.086638,3.944e-4,74.645,58.112,3.594,0.86386,17618949,0,46.322,0.60963,0.60963,0.29613,0.10582,0.20768,0.0040342,0.014402,4.6024e-4,0,0,0,0,-1.6416e-5,0.02528,4.6,16.619,84.964,-152.24,5.8131,7.063,875.23,335.58,0.01,0.24381
3.8831,974.02,288.29,-47.413,289.02,47.553,-51.149,-38.1,63.78,-143.32,20.56,3.6525,55.7,-4.8108,9.8119,0.044924,2.7799e-6,-2.5115,-0.13824,1219.7,288.5,0.086638,3.944e-4,74.596,58.112,3.5833,0.86245,17585677,0,46.079,0.60862,0.60863,0.29621,0.10504,0.20738,0.0067509,0.024539,8.3261e-5,0,0,0,0,-1.189e-5,0.025239,4.6,16.619,84.988,-152.08,5.7604,7.0443,874.92,335.57,0.01,0.2442
3.8931,976.9,287.81,-47.209,288.54,47.356,-51.317,-38.219,63.985,-143.32,20.523,3.723,55.7,-4.8108,9.8119,0.057257,3.9201e-6,-1.8847,-0.13004,1219.7,288.5,0.086638,3.944e-4,74.554,58.112,3.5744,0.86106,17552545,0,45.839,0.60763,0.60764,0.29629,0.10427,0.20708,0.0085997,0.031028,-3.9457e-4,0,0,0,0,-6.7185e-6,0.025198,4.6,16.619,85.007,-151.95,5.7077,7.0256,874.62,335.56,0.01,0.24459
3.9031,979.78,287.34,-47.009,288.07,47.162,-51.484,-38.337,64.19,-143.33,20.486,3.7944,55.7,-4.8108,9.8119,0.069203,5.31e-6,-1.1302,-0.12587,1219.7,288.5,0.086638,3.944e-4,74.514,58.112,3.5656,0.85967,1.752e7,0,45.603,0.60666,0.60667,0.29636,0.10351,0.20678,0.010389,0.036665,4.2963e-5,0,0,0,0,-2.4238e-6,0.025157,4.6,16.619,85.02,-151.85,5.6888,7.0069,874.31,335.55,0.01,0.24501
3.9131,982.65,286.87,-46.809,287.6,46.973,-51.652,-38.455,64.395,-143.33,20.449,3.9187,55.7,-4.8108,9.8119,0.0867,3.9519e-6,-0.16804,-0.10812,1219.7,288.5,0.086638,3.944e-4,74.467,58.112,3.5554,0.85831,17487360,0,45.373,0.60571,0.60573,0.29644,0.10279,0.20649,0.013013,0.046364,9.8353e-5,0,0,0,0,-5.3754e-8,0.025117,4.6,16.619,85.025,-151.81,5.7437,6.9882,874.01,335.53,0.01,0.2454
3.9231,985.51,286.41,-46.618,287.13,46.786,-51.818,-38.573,64.599,-143.34,20.41,3.9611,55.7,-4.8108,9.8119,0.093822,4.7015e-6,0.94,-0.11861,1219.7,288.5,0.086638,3.944e-4,74.433,58.112,3.5481,0.85696,17455142,0,45.144,0.60478,0.6048,0.29651,0.10207,0.2062,0.014071,0.050112,-2.5514e-4,0,0,0,0,1.6876e-6,0.025076,4.6,16.619,85.021,-151.82,5.7986,6.9696,873.7,335.52,0.01,0.24582
3.9331,988.37,285.94,-46.435,286.67,46.6,-51.985,-38.69,64.803,-143.34,20.372,3.9157,55.7,-4.8108,9.8119,0.089727,3.6184e-6,2.045,-0.1085,1219.7,288.5,0.086638,3.944e-4,74.414,58.112,3.5439,0.85561,17423056,0,44.918,0.60386,0.60388,0.29658,0.10136,0.20591,0.013438,0.047856,-2.8003e-4,0,0,0,0,8.0129e-6,0.025036,4.6,16.619,85.007,-151.89,5.8535,6.951,873.4,335.51,0.01,0.24625
3.9431,991.23,285.48,-46.261,286.2,46.416,-52.151,-38.808,65.006,-143.35,20.334,3.7899,55.7,-4.8108,9.8119,0.075196,6.5592e-6,3.0431,-0.10931,1219.7,288.5,0.086638,3.944e-4,74.408,58.112,3.5426,0.85426,17391102,0,44.694,0.60296,0.60297,0.29666,0.10067,0.20563,0.01124,0.039991,-4.9007e-4,0,0,0,0,1.7801e-5,0.024995,4.6,16.619,84.984,-152.02,5.9085,6.9324,873.09,335.5,0.01,0.24667
3.9531,994.08,285.02,-46.099,285.74,46.234,-52.317,-38.925,65.209,-143.35,20.298,3.5281,55.7,-4.8108,9.8118,0.04316,4.3377e-6,3.8133,-0.12204,1219.7,288.5,0.086638,3.944e-4,74.424,58.112,3.5461,0.85291,17359063,0,44.47,0.60206,0.60206,0.29673,0.099986,0.20534,0.0064321,0.023178,-3.4276e-4,0,0,0,0,2.8042e-5,0.024955,4.6,16.619,84.953,-152.2,5.9185,6.9139,872.79,335.49,0.01,0.24709
3.9631,996.93,284.56,-45.953,285.28,46.057,-52.482,-39.043,65.412,-143.35,20.265,3.0919,55.7,-4.8108,9.8118,0.012223,9.586e-6,-3.9875,-0.14338,1219.7,288.5,0.086638,3.944e-4,74.439,58.112,3.5493,0.85154,17326690,0,44.246,0.60116,0.60116,0.29681,0.099301,0.20505,0.0018163,0.006865,4.734e-4,0,0,0,0,-3.0763e-5,0.024916,4.6,16.619,84.918,-152.41,5.8307,6.8954,872.49,335.48,0.01,0.24748
3.9731,999.77,284.1,-45.808,284.82,45.887,-52.648,-39.16,65.614,-143.36,20.236,2.6913,55.7,-4.8108,9.8118,0.065597,3.4297e-6,-3.5288,0.026323,1219.7,288.5,0.086638,3.944e-4,74.347,58.112,3.5294,0.85018,17294448,0,44.025,0.60027,0.60028,0.29688,0.098626,0.20476,0.0097663,0.034082,4.8859e-4,0,0,0,0,-2.4172e-5,0.024876,4.6,16.619,84.884,-152.6,5.743,6.8769,872.18,335.47,0.01,0.24788
3.9831,1002.6,283.64,-45.66,284.36,45.721,-52.813,-39.277,65.817,-143.36,20.211,2.3714,55.7,-4.8108,9.8118,0.11058,6.913e-6,-2.4833,0.031204,1219.7,288.5,0.086638,3.944e-4,74.267,58.112,3.5119,0.84883,17262333,0,43.806,0.59939,0.59942,0.29695,0.097963,0.20448,0.016488,0.058234,2.2067e-4,0,0,0,0,-1.2009e-5,0.024836,4.6,16.619,84.857,-152.76,5.6553,6.8584,871.88,335.46,0.01,0.24828
3.9931,1005.4,283.18,-45.504,283.9,45.556,-52.977,-39.393,66.019,-143.37,20.189,2.1584,55.7,-4.8108,9.8118,0.14215,1.86e-6,-1.0015,0.051646,1219.7,288.5,0.086638,3.944e-4,74.204,58.112,3.4981,0.84747,1.723e7,0,43.59,0.59853,0.59857,0.29703,0.097311,0.20419,0.02121,0.073809,9.5232e-5,0,0,0,0,-1.9596e-6,0.024797,4.6,16.619,84.841,-152.84,5.5675,6.84,871.58,335.44,0.01,0.24868
4.0031,1008.3,282.73,-45.338,283.45,45.385,-53.142,-39.51,66.22,-143.37,20.168,2.0703,55.7,-4.8108,9.8118,0.1548,4.1767e-6,0.73156,0.031235,1219.7,288.5,0.086638,3.944e-4,74.164,58.112,3.4895,0.84613,17198537,0,43.375,0.59768,0.59772,0.2971,0.096671,0.20391,0.023088,0.08021,-4.0104e-4,0,0,0,0,1.049e-6,0.024758,4.6,16.619,84.84,-152.85,5.4914,6.8216,871.28,335.43,0.01,0.24908
4.0131,1011.1,282.28,-45.157,283,45.207,-53.306,-39.627,66.422,-143.37,20.148,2.1159,55.7,-4.8109,9.8118,0.14505,4.0306e-6,2.4573,0.037013,1219.7,288.5,0.086638,3.944e-4,74.153,58.112,3.4871,0.8448,17166971,0,43.163,0.59684,0.59688,0.29717,0.096043,0.20363,0.021599,0.075176,-1.7969e-6,0,0,0,0,1.1874e-5,0.024719,4.6,16.619,84.854,-152.76,5.4404,6.8033,870.98,335.42,0.01,0.24947
4.0231,1013.9,281.83,-44.967,282.54,45.024,-53.471,-39.743,66.623,-143.38,20.126,2.2602,55.7,-4.8109,9.8118,0.11914,8.3087e-6,3.9835,0.029614,1219.7,288.5,0.086638,3.944e-4,74.162,58.112,3.4892,0.84347,17135529,0,42.952,0.59602,0.59605,0.29724,0.095426,0.20335,0.017695,0.061808,2.0479e-4,0,0,0,0,3.1304e-5,0.02468,4.6,16.619,84.883,-152.58,5.3894,6.7849,870.68,335.41,0.01,0.2499
4.0331,1016.7,281.38,-44.771,282.09,44.841,-53.635,-39.859,66.824,-143.38,20.102,2.4932,55.7,-4.8109,9.8118,0.080313,4.52e-6,5.1137,-0.0015913,1219.7,288.5,0.086638,3.944e-4,74.188,58.112,3.4948,0.84215,17104209,0,42.743,0.59521,0.59522,0.29732,0.094818,0.20307,0.011889,0.041616,-3.7876e-4,0,0,0,0,5.1754e-5,0.024641,4.6,16.619,84.923,-152.33,5.3384,6.7666,870.38,335.4,0.01,0.25032
4.0431,1019.6,280.93,-44.573,281.65,44.66,-53.799,-39.975,67.025,-143.39,20.076,2.7917,55.7,-4.8109,9.8118,0.033249,6.2266e-6,5.7682,-0.099783,1219.7,288.5,0.086638,3.944e-4,74.225,58.112,3.5028,0.84083,17073012,0,42.537,0.5944,0.5944,0.29739,0.09422,0.2028,0.0049034,0.016742,4.7204e-5,0,0,0,0,6.606e-5,0.024603,4.6,16.619,84.971,-152.03,5.2874,6.7483,870.08,335.39,0.01,0.25074
4.0531,1022.4,280.49,-44.375,281.2,44.485,-53.963,-40.091,67.226,-143.39,20.047,3.1286,55.7,-4.8109,9.8118,0.017978,-5.235e-7,-5.8494,-0.38621,1219.7,288.5,0.086638,3.944e-4,74.222,58.112,3.5021,0.83952,17041962,0,42.333,0.59361,0.59361,0.29746,0.093631,0.20252,0.0026461,0.0089221,-2.0615e-5,0,0,0,0,-6.8149e-5,0.024564,4.6,16.619,85.022,-151.7,5.2424,6.7301,869.78,335.38,0.01,0.25114
4.0631,1025.2,280.04,-44.181,280.76,44.318,-54.126,-40.207,67.426,-143.39,20.014,3.4743,55.7,-4.8109,9.8117,0.068852,9.0858e-6,-5.3713,-0.16856,1219.7,288.5,0.086638,3.944e-4,74.135,58.112,3.4833,0.83821,17011091,0,42.133,0.59283,0.59284,0.29753,0.093053,0.20225,0.010154,0.035588,-1.1322e-4,0,0,0,0,-5.7647e-5,0.024526,4.6,16.619,85.071,-151.37,5.2106,6.7119,869.48,335.37,0.01,0.25154
4.0731,1028,279.6,-43.995,280.32,44.156,-54.289,-40.323,67.626,-143.4,19.979,3.7658,55.7,-4.8109,9.8117,0.11151,4.2886e-6,-4.3673,-0.13303,1219.7,288.5,0.086638,3.944e-4,74.06,58.112,3.4668,0.83692,1.698e7,0,41.934,0.59206,0.59208,0.2976,0.092483,0.20198,0.016468,0.057133,2.9342e-4,0,0,0,0,-3.8231e-5,0.024488,4.6,16.619,85.113,-151.08,5.1788,6.6937,869.19,335.36,0.01,0.25193
4.0831,1030.8,279.16,-43.818,279.87,43.997,-54.452,-40.438,67.825,-143.4,19.941,3.9649,55.7,-4.8109,9.8117,0.14137,1.8323e-6,-2.9428,-0.11739,1219.7,288.5,0.086638,3.944e-4,74,58.112,3.4539,0.83562,1.695e7,0,41.737,0.5913,0.59133,0.29767,0.091922,0.20171,0.020894,0.07266,-2.4952e-4,0,0,0,0,-1.7414e-5,0.02445,4.6,16.619,85.145,-150.85,5.1469,6.6755,868.89,335.34,0.01,0.25233
4.0931,1033.5,278.73,-43.651,279.44,43.839,-54.614,-40.554,68.024,-143.4,19.902,4.0459,55.7,-4.8109,9.8117,0.15539,3.4391e-6,-1.3089,-0.1226,1219.7,288.5,0.086638,3.944e-4,73.961,58.112,3.4454,0.83433,16919169,0,41.542,0.59055,0.59059,0.29774,0.091369,0.20144,0.022962,0.079122,3.002e-5,0,0,0,0,-3.4556e-6,0.024412,4.6,16.619,85.162,-150.71,5.1151,6.6574,868.59,335.33,0.01,0.25272
4.1031,1036.3,278.29,-43.496,279,43.679,-54.776,-40.669,68.223,-143.41,19.863,3.9847,55.7,-4.8109,9.8117,0.15052,4.1094e-6,0.37505,-0.1223,1219.7,288.5,0.086638,3.944e-4,73.945,58.112,3.442,0.83305,16888710,0,41.347,0.5898,0.58984,0.2978,0.090823,0.20117,0.022214,0.076251,1.2215e-4,0,0,0,0,2.8463e-7,0.024374,4.6,16.619,85.166,-150.67,5.0732,6.6393,868.3,335.32,0.01,0.25312
4.1131,1039.1,277.86,-43.353,278.56,43.517,-54.938,-40.784,68.422,-143.41,19.826,3.7728,55.7,-4.8109,9.8117,0.12534,1.3343e-6,1.8713,-0.12981,1219.7,288.5,0.086638,3.944e-4,73.955,58.112,3.4442,0.83176,16858263,0,41.153,0.58906,0.58909,0.29787,0.090283,0.20091,0.018452,0.064005,-1.3222e-4,0,0,0,0,7.1081e-6,0.024336,4.6,16.619,85.155,-150.73,5.0091,6.6212,868,335.31,0.01,0.25352
4.1231,1041.9,277.42,-43.218,278.13,43.358,-55.099,-40.899,68.62,-143.41,19.79,3.4724,55.7,-4.8109,9.8117,0.087224,5.5743e-6,3.0354,-0.13506,1219.7,288.5,0.086638,3.944e-4,73.982,58.112,3.4499,0.83048,16827931,0,40.961,0.58833,0.58835,0.29794,0.08975,0.20064,0.0128,0.044586,3.0897e-4,0,0,0,0,1.8762e-5,0.024299,4.6,16.619,85.133,-150.87,4.945,6.6032,867.7,335.3,0.01,0.25392
4.1331,1044.7,276.99,-43.09,277.7,43.203,-55.26,-41.014,68.817,-143.42,19.758,3.1211,55.7,-4.8109,9.8117,0.040447,4.0816e-6,3.7121,-0.21782,1219.7,288.5,0.086638,3.944e-4,74.02,58.112,3.4581,0.8292,16797711,0,40.77,0.58761,0.58762,0.29801,0.089225,0.20038,0.0059133,0.020585,8.8918e-5,0,0,0,0,2.8148e-5,0.024261,4.6,16.619,85.103,-151.06,4.881,6.5852,867.41,335.29,0.01,0.25445
4.1431,1047.4,276.56,-42.965,277.26,43.054,-55.421,-41.129,69.015,-143.42,19.729,2.7611,55.7,-4.8109,9.8117,0.0099892,5.9201e-6,-3.8484,-0.51617,1219.7,288.5,0.086638,3.944e-4,74.037,58.112,3.4619,0.82792,16767604,0,40.582,0.5869,0.5869,0.29808,0.088708,0.20012,0.0014564,0.0053197,4.8355e-4,0,0,0,0,-3.0349e-5,0.024224,4.6,16.619,85.069,-151.27,4.8169,6.5672,867.12,335.28,0.01,0.25504
4.1531,1050.2,276.13,-42.839,276.83,42.91,-55.581,-41.243,69.212,-143.42,19.703,2.4761,55.7,-4.8109,9.8117,0.05177,3.2343e-6,-3.5169,-0.034036,1219.7,288.5,0.086638,3.944e-4,73.964,58.112,3.4459,0.82666,16737752,0,40.396,0.5862,0.58621,0.29814,0.088201,0.19986,0.0075592,0.02652,-1.0316e-4,0,0,0,0,-2.5424e-5,0.024187,4.6,16.619,85.036,-151.48,4.785,6.5492,866.82,335.27,0.01,0.25572
4.1631,1052.9,275.7,-42.702,276.41,42.766,-55.742,-41.358,69.409,-143.43,19.679,2.3354,55.7,-4.8109,9.8117,0.073641,5.5798e-6,-2.8558,0.0028777,1219.7,288.5,0.086638,3.944e-4,73.916,58.112,3.4355,0.82542,16708325,0,40.215,0.58552,0.58553,0.29821,0.087706,0.1996,0.010757,0.036914,-9.8152e-5,0,0,0,0,-1.6816e-5,0.02415,4.6,16.619,85.008,-151.65,4.8232,6.5313,866.53,335.26,0.01,0.25625
4.1731,1055.7,275.28,-42.563,275.98,42.622,-55.902,-41.472,69.605,-143.43,19.656,2.2496,55.7,-4.8109,9.8117,0.087328,2.8941e-6,-2.0069,0.029488,1219.7,288.5,0.086638,3.944e-4,73.878,58.112,3.4274,0.82418,16679004,0,40.035,0.58484,0.58485,0.29827,0.087219,0.19935,0.012754,0.043884,1.5945e-4,0,0,0,0,-8.3303e-6,0.024113,4.6,16.619,84.986,-151.78,4.8613,6.5134,866.23,335.25,0.01,0.2567
