# Simulation 4 (Up to date)
# 2266 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (48 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.5531,1971,158.94,-18.064,159.45,18.091,-110.03,-82.966,137.8,-142.98,12.804,0.99358,55.699,-4.8118,9.8088,0.052933,7.82e-6,-6.4363,-0.14786,1219.7,288.5,0.086638,3.944e-4,70.378,58.112,2.6664,0.48216,8959018,0,10.143,0.48482,0.48483,0.31257,0.028487,0.14376,0.0066332,0.017645,-1.8682e-4,0,0,0,0,-2.5582e-4,0.014118,4.6,16.619,83.748,-152.11,5.6595,0.5639,773.69,331.64,0.01,0.45399
8.5631,1972.6,158.76,-18.028,159.27,18.064,-110.13,-83.047,137.93,-142.98,12.794,1.1317,55.699,-4.8118,9.8088,0.12839,4.5413e-6,-6.2383,-0.16197,1219.7,288.5,0.086638,3.944e-4,70.282,58.112,2.6457,0.48163,8947878,0,10.118,0.48473,0.48476,0.31259,0.028447,0.1437,0.01617,0.043123,-3.4262e-4,0,0,0,0,-2.4085e-4,0.014102,4.6,16.619,83.803,-151.82,5.6853,0.55358,773.53,331.63,0.01,0.4545
8.5731,1974.2,158.58,-17.994,159.09,18.039,-110.22,-83.129,138.06,-142.98,12.783,1.2675,55.699,-4.8118,9.8088,0.20066,4.6871e-6,-5.8863,-0.16806,1219.7,288.5,0.086638,3.944e-4,70.192,58.112,2.626,0.4811,8936754,0,10.092,0.48465,0.48471,0.3126,0.028407,0.14363,0.025394,0.066787,-1.3017e-4,0,0,0,0,-2.1492e-4,0.014087,4.6,16.619,83.855,-151.53,5.7112,0.54326,773.38,331.63,0.01,0.45495
8.5831,1975.8,158.4,-17.961,158.91,18.016,-110.32,-83.21,138.19,-142.98,12.77,1.3967,55.699,-4.8118,9.8088,0.26823,8.8275e-6,-5.3907,-0.17425,1219.7,288.5,0.086638,3.944e-4,70.108,58.112,2.6078,0.48057,8925645,0,10.068,0.48456,0.48467,0.31262,0.028367,0.14357,0.034096,0.089066,-2.9903e-4,0,0,0,0,-1.8065e-4,0.014072,4.6,16.619,83.904,-151.27,5.737,0.53296,773.23,331.62,0.01,0.45538
8.5931,1977.3,158.22,-17.93,158.73,17.994,-110.42,-83.291,138.31,-142.97,12.757,1.5157,55.699,-4.8118,9.8088,0.3297,6.3082e-6,-4.77,-0.17183,1219.7,288.5,0.086638,3.944e-4,70.032,58.112,2.5913,0.48005,8914550,0,10.043,0.48447,0.48464,0.31264,0.028328,0.14351,0.042078,0.10876,-3.2885e-5,0,0,0,0,-1.4176e-4,0.014056,4.6,16.619,83.948,-151.02,5.7629,0.52267,773.08,331.62,0.01,0.45593
8.6031,1978.9,158.04,-17.901,158.55,17.974,-110.52,-83.373,138.44,-142.97,12.743,1.6147,55.699,-4.8118,9.8088,0.38076,6.0684e-6,-4.0226,-0.17297,1219.7,288.5,0.086638,3.944e-4,69.969,58.112,2.5775,0.47952,8903422,0,10.018,0.48439,0.4846,0.31265,0.028288,0.14345,0.048756,0.12608,2.562e-4,0,0,0,0,-1.0104e-4,0.014041,4.6,16.619,83.985,-150.8,5.7799,0.51239,772.92,331.61,0.01,0.4564
8.6131,1980.5,157.86,-17.874,158.37,17.953,-110.62,-83.454,138.57,-142.97,12.728,1.6829,55.699,-4.8118,9.8088,0.41676,6.8798e-6,-3.1976,-0.17489,1219.7,288.5,0.086638,3.944e-4,69.924,58.112,2.5677,0.47899,8892203,0,9.993,0.4843,0.48456,0.31267,0.028248,0.14338,0.053487,0.13702,-6.674e-5,0,0,0,0,-6.3992e-5,0.014025,4.6,16.619,84.016,-150.62,5.7778,0.50213,772.77,331.6,0.01,0.45703
8.6231,1982.1,157.68,-17.849,158.19,17.933,-110.72,-83.535,138.69,-142.97,12.712,1.7334,55.699,-4.8118,9.8088,0.4439,6.8594e-6,-2.3067,-0.17701,1219.7,288.5,0.086638,3.944e-4,69.889,58.112,2.5602,0.47846,8880998,0,9.9678,0.48421,0.4845,0.31269,0.028208,0.14332,0.057068,0.1464,-4.725e-4,0,0,0,0,-3.3378e-5,0.01401,4.6,16.619,84.039,-150.47,5.7756,0.49187,772.62,331.6,0.01,0.45758
8.6331,1983.7,157.5,-17.826,158.01,17.913,-110.81,-83.616,138.82,-142.96,12.697,1.765,55.699,-4.8118,9.8088,0.46174,5.9722e-6,-1.3747,-0.17322,1219.7,288.5,0.086638,3.944e-4,69.865,58.112,2.555,0.47792,8869809,0,9.9424,0.48413,0.48444,0.3127,0.028168,0.14326,0.059423,0.15188,3.3308e-4,0,0,0,0,-1.1882e-5,0.013995,4.6,16.619,84.054,-150.37,5.7734,0.48163,772.47,331.59,0.01,0.458
8.6431,1985.2,157.32,-17.804,157.83,17.892,-110.91,-83.697,138.95,-142.96,12.681,1.7772,55.699,-4.8118,9.8088,0.47004,6.6923e-6,-0.41544,-0.17751,1219.7,288.5,0.086638,3.944e-4,69.852,58.112,2.5522,0.47739,8858635,0,9.9168,0.48404,0.48437,0.31272,0.028128,0.14319,0.060517,0.15423,3.0559e-4,0,0,0,0,-1.0875e-6,0.013979,4.6,16.619,84.061,-150.31,5.7713,0.4714,772.32,331.58,0.01,0.45839
8.6531,1986.8,157.15,-17.783,157.66,17.871,-111.01,-83.778,139.07,-142.96,12.665,1.7717,55.699,-4.8118,9.8088,0.46953,6.7653e-6,0.54737,-0.17602,1219.7,288.5,0.086638,3.944e-4,69.85,58.112,2.5517,0.47686,8847489,0,9.891,0.48395,0.48428,0.31273,0.028088,0.14313,0.060442,0.15472,-4.1369e-4,0,0,0,0,1.8922e-6,0.013964,4.6,16.619,84.06,-150.3,5.7713,0.46118,772.16,331.58,0.01,0.45879
8.6631,1988.4,156.97,-17.763,157.48,17.849,-111.11,-83.859,139.2,-142.96,12.649,1.7507,55.699,-4.8118,9.8088,0.4612,6.7701e-6,1.4982,-0.17783,1219.7,288.5,0.086638,3.944e-4,69.857,58.112,2.5531,0.47633,8836384,0,9.8652,0.48387,0.48418,0.31275,0.028049,0.14307,0.05933,0.15162,2.362e-4,0,0,0,0,1.4209e-5,0.013949,4.6,16.619,84.05,-150.33,5.7762,0.45097,772.01,331.57,0.01,0.45918
8.6731,1989.9,156.79,-17.745,157.3,17.828,-111.2,-83.94,139.33,-142.95,12.633,1.7114,55.699,-4.8118,9.8088,0.4436,6.5854e-6,2.4164,-0.17493,1219.7,288.5,0.086638,3.944e-4,69.874,58.112,2.5569,0.47581,8825296,0,9.8393,0.48378,0.48407,0.31277,0.02801,0.143,0.056991,0.14618,1.1725e-5,0,0,0,0,3.7042e-5,0.013934,4.6,16.619,84.032,-150.41,5.7811,0.44077,771.86,331.57,0.01,0.45957
8.6831,1991.5,156.61,-17.729,157.12,17.806,-111.3,-84.021,139.45,-142.95,12.618,1.6549,55.699,-4.8118,9.8088,0.41719,5.8088e-6,3.2921,-0.17749,1219.7,288.5,0.086638,3.944e-4,69.902,58.112,2.5629,0.47528,8814223,0,9.8132,0.4837,0.48395,0.31278,0.027971,0.14294,0.053497,0.13674,2.6454e-4,0,0,0,0,6.891e-5,0.013918,4.6,16.619,84.006,-150.53,5.7861,0.43059,771.71,331.56,0.01,0.45997
8.6931,1993.1,156.44,-17.713,156.94,17.784,-111.4,-84.102,139.58,-142.95,12.604,1.5829,55.699,-4.8118,9.8088,0.38257,6.2358e-6,4.1048,-0.17436,1219.7,288.5,0.086638,3.944e-4,69.939,58.112,2.571,0.47475,8803167,0,9.787,0.48361,0.48383,0.3128,0.027932,0.14288,0.048938,0.1258,2.97e-4,0,0,0,0,1.0737e-4,0.013903,4.6,16.619,83.973,-150.69,5.791,0.42041,771.56,331.55,0.01,0.46036
8.7031,1994.6,156.26,-17.699,156.77,17.763,-111.49,-84.183,139.71,-142.95,12.59,1.5023,55.699,-4.8118,9.8088,0.34283,6.8751e-6,4.838,-0.17226,1219.7,288.5,0.086638,3.944e-4,69.983,58.112,2.5805,0.47423,8792163,0,9.7609,0.48353,0.4837,0.31281,0.027893,0.14282,0.043731,0.11268,-2.4441e-4,0,0,0,0,1.495e-4,0.013888,4.6,16.619,83.933,-150.89,5.8022,0.41025,771.41,331.55,0.01,0.46075
8.7131,1996.2,156.08,-17.685,156.59,17.742,-111.59,-84.264,139.83,-142.94,12.576,1.4205,55.699,-4.8118,9.8088,0.30152,7.1031e-6,5.4918,-0.17445,1219.7,288.5,0.086638,3.944e-4,70.028,58.112,2.5904,0.47371,8781251,0,9.7352,0.48344,0.48358,0.31283,0.027855,0.14276,0.03835,0.099538,-1.0564e-4,0,0,0,0,1.9306e-4,0.013873,4.6,16.619,83.887,-151.11,5.8275,0.4001,771.26,331.54,0.01,0.46114
8.7231,1997.8,155.91,-17.672,156.41,17.722,-111.69,-84.345,139.96,-142.94,12.564,1.3293,55.699,-4.8118,9.8087,0.25447,5.3882e-6,6.0506,-0.17122,1219.7,288.5,0.086638,3.944e-4,70.081,58.112,2.6019,0.47319,8770355,0,9.7096,0.48336,0.48345,0.31285,0.027816,0.1427,0.032259,0.083986,-2.0985e-4,0,0,0,0,2.3487e-4,0.013858,4.6,16.619,83.836,-151.35,5.8527,0.38996,771.11,331.54,0.01,0.46158
8.7331,1999.3,155.73,-17.661,156.23,17.704,-111.78,-84.425,140.08,-142.94,12.552,1.2312,55.699,-4.8118,9.8087,0.20271,3.5249e-6,6.5117,-0.16945,1219.7,288.5,0.086638,3.944e-4,70.14,58.112,2.6147,0.47267,8759476,0,9.6841,0.48327,0.48334,0.31286,0.027778,0.14264,0.025604,0.066209,-1.5795e-4,0,0,0,0,2.7264e-4,0.013843,4.6,16.619,83.779,-151.62,5.8779,0.37983,770.96,331.53,0.01,0.4622
8.7431,2000.9,155.55,-17.65,156.06,17.686,-111.88,-84.506,140.21,-142.93,12.541,1.1286,55.699,-4.8118,9.8087,0.14729,9.0473e-6,6.859,-0.15892,1219.7,288.5,0.086638,3.944e-4,70.204,58.112,2.6286,0.47216,8748612,0,9.6588,0.48319,0.48322,0.31288,0.02774,0.14257,0.018532,0.048129,1.3665e-4,0,0,0,0,3.0317e-4,0.013827,4.6,16.619,83.72,-151.89,5.9031,0.36971,770.81,331.52,0.01,0.46269
8.7531,2002.4,155.38,-17.641,155.88,17.67,-111.97,-84.587,140.33,-142.93,12.53,1.0129,55.699,-4.8118,9.8087,0.083312,5.5764e-6,7.0961,-0.14349,1219.7,288.5,0.086638,3.944e-4,70.279,58.112,2.6448,0.47164,8737673,0,9.6335,0.48311,0.48312,0.31289,0.027702,0.14251,0.010435,0.026808,-4.8846e-4,0,0,0,0,3.2522e-4,0.013812,4.6,16.619,83.657,-152.18,5.9117,0.35961,770.66,331.52,0.01,0.46327
8.7631,2004,155.2,-17.635,155.7,17.657,-112.07,-84.667,140.46,-142.93,12.521,0.87584,55.699,-4.8118,9.8087,0.0050669,6.7533e-6,7.1592,0.55678,1219.7,288.5,0.086638,3.944e-4,70.371,58.112,2.665,0.47111,8726548,0,9.608,0.48302,0.48302,0.31291,0.027663,0.14245,6.3114e-4,0.001758,3.9878e-4,0,0,0,0,3.3179e-4,0.013797,4.6,16.619,83.593,-152.46,5.884,0.34951,770.51,331.51,0.01,0.46375
8.7731,2005.5,155.02,-17.629,155.53,17.645,-112.17,-84.748,140.58,-142.93,12.513,0.74616,55.699,-4.8118,9.8087,0.072805,4.9163e-6,-7.1076,0.24211,1219.7,288.5,0.086638,3.944e-4,70.285,58.112,2.6463,0.47057,8715438,0,9.583,0.48294,0.48295,0.31293,0.027624,0.14239,0.0091099,0.023944,-2.1947e-4,0,0,0,0,-3.2778e-4,0.013782,4.6,16.619,83.529,-152.74,5.8563,0.33943,770.36,331.5,0.01,0.46414
8.7831,2007.1,154.85,-17.624,155.35,17.636,-112.26,-84.828,140.71,-142.92,12.506,0.6279,55.699,-4.8118,9.8087,0.14865,8.4904e-6,-6.8849,0.2117,1219.7,288.5,0.086638,3.944e-4,70.19,58.112,2.6256,0.47004,8704343,0,9.5584,0.48285,0.48289,0.31294,0.027586,0.14233,0.018694,0.049777,-1.6112e-4,0,0,0,0,-3.0826e-4,0.013767,4.6,16.619,83.465,-153.01,5.8286,0.32936,770.21,331.5,0.01,0.46453
8.7931,2008.6,154.67,-17.619,155.18,17.627,-112.36,-84.909,140.83,-142.92,12.501,0.52813,55.699,-4.8118,9.8087,0.22099,7.9521e-6,-6.5151,0.20458,1219.7,288.5,0.086638,3.944e-4,70.1,58.112,2.606,0.46951,8693263,0,9.5341,0.48277,0.48284,0.31296,0.027547,0.14226,0.027927,0.072862,1.3174e-4,0,0,0,0,-2.7667e-4,0.013752,4.6,16.619,83.405,-153.26,5.8008,0.3193,770.06,331.49,0.01,0.46519
8.8031,2010.2,154.49,-17.612,155,17.618,-112.45,-84.989,140.96,-142.92,12.496,0.46355,55.699,-4.8118,9.8087,0.27942,5.1553e-6,-6.0092,0.20266,1219.7,288.5,0.086638,3.944e-4,70.027,58.112,2.5902,0.46899,8682333,0,9.5103,0.48269,0.4828,0.31297,0.027509,0.1422,0.035447,0.091655,3.7712e-4,0,0,0,0,-2.359e-4,0.013738,4.6,16.619,83.348,-153.49,5.7978,0.30925,769.92,331.49,0.01,0.46567
8.8131,2011.7,154.32,-17.6,154.82,17.605,-112.55,-85.07,141.08,-142.92,12.492,0.43651,55.699,-4.8118,9.8087,0.31242,8.3028e-6,-5.4296,0.19583,1219.7,288.5,0.086638,3.944e-4,69.985,58.112,2.5811,0.46849,8671714,0,9.487,0.48261,0.48275,0.31299,0.027472,0.14214,0.039717,0.10225,1.7748e-4,0,0,0,0,-1.9302e-4,0.013723,4.6,16.619,83.296,-153.69,5.8485,0.29922,769.77,331.48,0.01,0.46609
8.8231,2013.3,154.14,-17.586,154.65,17.591,-112.64,-85.15,141.21,-142.91,12.488,0.42009,55.699,-4.8118,9.8087,0.33897,7.0634e-6,-4.7917,0.19319,1219.7,288.5,0.086638,3.944e-4,69.951,58.112,2.5737,0.46798,8661111,0,9.4637,0.48252,0.4827,0.313,0.027436,0.14209,0.043164,0.11084,2.6648e-4,0,0,0,0,-1.5066e-4,0.013708,4.6,16.619,83.249,-153.87,5.8993,0.28919,769.62,331.47,0.01,0.46654
8.8331,2014.8,153.97,-17.571,154.47,17.576,-112.74,-85.231,141.33,-142.91,12.485,0.41114,55.699,-4.8118,9.8087,0.35871,7.4675e-6,-4.1077,0.19301,1219.7,288.5,0.086638,3.944e-4,69.925,58.112,2.568,0.46748,8650523,0,9.4403,0.48244,0.48264,0.31302,0.027399,0.14203,0.045733,0.11758,1.0998e-4,0,0,0,0,-1.1096e-4,0.013693,4.6,16.619,83.208,-154.03,5.95,0.27918,769.47,331.47,0.01,0.46696
8.8431,2016.3,153.79,-17.555,154.3,17.56,-112.84,-85.311,141.46,-142.91,12.482,0.40682,55.699,-4.8118,9.8087,0.37129,6.2193e-6,-3.3958,0.19366,1219.7,288.5,0.086638,3.944e-4,69.907,58.112,2.5641,0.46698,8.64e6,0,9.4169,0.48237,0.48257,0.31303,0.027363,0.14197,0.047372,0.12183,-5.6578e-5,0,0,0,0,-7.5998e-5,0.013678,4.6,16.619,83.174,-154.15,6.0007,0.26918,769.32,331.46,0.01,0.46738
8.8531,2017.9,153.62,-17.539,154.12,17.543,-112.93,-85.391,141.58,-142.91,12.479,0.403,55.699,-4.8118,9.8087,0.38689,7.3173e-6,-2.6699,0.19202,1219.7,288.5,0.086638,3.944e-4,69.886,58.112,2.5595,0.46646,8629235,0,9.3932,0.48228,0.48251,0.31305,0.027326,0.14191,0.049408,0.12606,-4.2246e-4,0,0,0,0,-4.7083e-5,0.013663,4.6,16.619,83.145,-154.25,6.0235,0.25919,769.17,331.46,0.01,0.46776
8.8631,2019.4,153.44,-17.526,153.95,17.53,-113.03,-85.471,141.71,-142.9,12.476,0.40243,55.699,-4.8118,9.8087,0.41719,7.4394e-6,-1.8856,0.19217,1219.7,288.5,0.086638,3.944e-4,69.848,58.112,2.5512,0.46593,8618192,0,9.3692,0.4822,0.48246,0.31306,0.027288,0.14185,0.053379,0.13663,-4.4552e-4,0,0,0,0,-2.3538e-5,0.013648,4.6,16.619,83.124,-154.31,5.9852,0.24921,769.03,331.45,0.01,0.46815
8.8731,2021,153.27,-17.511,153.77,17.516,-113.12,-85.551,141.83,-142.9,12.474,0.40747,55.699,-4.8118,9.8087,0.43933,7.1288e-6,-1.0607,0.19226,1219.7,288.5,0.086638,3.944e-4,69.819,58.112,2.5449,0.46541,8607163,0,9.3451,0.48212,0.4824,0.31308,0.02725,0.14179,0.056289,0.14339,4.8642e-4,0,0,0,0,-7.4653e-6,0.013634,4.6,16.619,83.11,-154.35,5.9469,0.23924,768.88,331.44,0.01,0.46853
8.8831,2022.5,153.09,-17.494,153.6,17.499,-113.22,-85.632,141.95,-142.9,12.472,0.41264,55.699,-4.8118,9.8087,0.45297,6.7396e-6,-0.20103,0.19541,1219.7,288.5,0.086638,3.944e-4,69.8,58.112,2.5409,0.46488,8596149,0,9.3208,0.48203,0.48234,0.3131,0.027212,0.14173,0.058082,0.14778,-3.4146e-4,0,0,0,0,-2.6879e-7,0.013619,4.6,16.619,83.103,-154.36,5.9086,0.22928,768.73,331.44,0.01,0.46891
8.8931,2024,152.92,-17.475,153.42,17.48,-113.31,-85.712,142.08,-142.9,12.47,0.41453,55.699,-4.8118,9.8087,0.45786,7.1477e-6,0.66809,0.19666,1219.7,288.5,0.086638,3.944e-4,69.792,58.112,2.539,0.46435,8585150,0,9.2964,0.48195,0.48226,0.31311,0.027175,0.14166,0.058722,0.14867,2.2857e-4,0,0,0,0,2.9755e-6,0.013604,4.6,16.619,83.105,-154.34,5.8704,0.21934,768.58,331.43,0.01,0.46929
8.9031,2025.5,152.74,-17.453,153.25,17.458,-113.41,-85.792,142.2,-142.89,12.469,0.4109,55.699,-4.8118,9.8087,0.45213,6.259e-6,1.5418,0.19255,1219.7,288.5,0.086638,3.944e-4,69.795,58.112,2.5398,0.46382,8574195,0,9.2719,0.48187,0.48217,0.31313,0.027137,0.1416,0.057958,0.14765,-3.9512e-4,0,0,0,0,1.5884e-5,0.013589,4.6,16.619,83.114,-154.28,5.8374,0.2094,768.44,331.43,0.01,0.46966
8.9131,2027.1,152.57,-17.429,153.07,17.434,-113.5,-85.872,142.33,-142.89,12.467,0.40263,55.699,-4.8118,9.8087,0.43369,6.6377e-6,2.3862,0.1969,1219.7,288.5,0.086638,3.944e-4,69.814,58.112,2.5438,0.4633,8563318,0,9.2472,0.48179,0.48206,0.31314,0.0271,0.14154,0.055519,0.14072,-1.6495e-4,0,0,0,0,3.8132e-5,0.013575,4.6,16.619,83.131,-154.2,5.8157,0.19948,768.29,331.42,0.01,0.47004
8.9231,2028.6,152.39,-17.403,152.9,17.407,-113.6,-85.952,142.45,-142.89,12.464,0.39646,55.699,-4.8118,9.8087,0.40716,6.4524e-6,3.1808,0.19605,1219.7,288.5,0.086638,3.944e-4,69.842,58.112,2.5499,0.46278,8552457,0,9.2225,0.4817,0.48195,0.31316,0.027063,0.14148,0.052024,0.13273,8.7101e-5,0,0,0,0,6.7913e-5,0.01356,4.6,16.619,83.155,-154.08,5.7941,0.18957,768.14,331.41,0.01,0.47044
8.9331,2030.1,152.22,-17.375,152.73,17.379,-113.7,-86.032,142.58,-142.89,12.462,0.39818,55.699,-4.8118,9.8087,0.37317,6.4191e-6,3.925,0.1957,1219.7,288.5,0.086638,3.944e-4,69.878,58.112,2.5579,0.46226,8541612,0,9.1977,0.48162,0.48183,0.31317,0.027026,0.14142,0.047566,0.12141,-4.4468e-4,0,0,0,0,1.0364e-4,0.013545,4.6,16.619,83.186,-153.93,5.7725,0.17967,768,331.41,0.01,0.471
8.9431,2031.6,152.04,-17.346,152.55,17.351,-113.79,-86.111,142.7,-142.88,12.459,0.41368,55.699,-4.8118,9.8086,0.3324,7.5045e-6,4.589,0.1989,1219.7,288.5,0.086638,3.944e-4,69.923,58.112,2.5676,0.46174,8530782,0,9.173,0.48154,0.48171,0.31319,0.026989,0.14136,0.042247,0.10856,3.7273e-4,0,0,0,0,1.42e-4,0.01353,4.6,16.619,83.223,-153.76,5.7509,0.16978,767.85,331.4,0.01,0.47155
8.9531,2033.2,151.87,-17.315,152.38,17.321,-113.89,-86.191,142.83,-142.88,12.455,0.44786,55.699,-4.8118,9.8086,0.28466,6.0073e-6,5.1753,0.19484,1219.7,288.5,0.086638,3.944e-4,69.977,58.112,2.5793,0.46122,8.52e6,0,9.1483,0.48146,0.48158,0.3132,0.026953,0.1413,0.036058,0.092666,3.6227e-4,0,0,0,0,1.8102e-4,0.013516,4.6,16.619,83.266,-153.56,5.7321,0.1599,767.7,331.4,0.01,0.47199
8.9631,2034.7,151.7,-17.284,152.21,17.291,-113.98,-86.271,142.95,-142.88,12.45,0.50363,55.699,-4.8118,9.8086,0.22969,6.8138e-6,5.6565,0.1956,1219.7,288.5,0.086638,3.944e-4,70.039,58.112,2.5929,0.46071,8509232,0,9.1238,0.48138,0.48146,0.31322,0.026916,0.14125,0.028984,0.074882,-2.9134e-4,0,0,0,0,2.1674e-4,0.013501,4.6,16.619,83.314,-153.34,5.7192,0.15004,767.56,331.39,0.01,0.47248
8.9731,2036.2,151.53,-17.253,152.04,17.262,-114.08,-86.351,143.07,-142.88,12.445,0.57633,55.699,-4.8118,9.8086,0.17084,7.6874e-6,6.0356,0.1987,1219.7,288.5,0.086638,3.944e-4,70.107,58.112,2.6076,0.46019,8498496,0,9.0995,0.4813,0.48134,0.31323,0.02688,0.14119,0.021469,0.055779,-1.1696e-4,0,0,0,0,2.4732e-4,0.013487,4.6,16.619,83.365,-153.09,5.7064,0.14018,767.41,331.38,0.01,0.47296
8.9831,2037.7,151.35,-17.221,151.86,17.234,-114.17,-86.431,143.2,-142.87,12.439,0.66149,55.699,-4.8118,9.8086,0.10917,8.5307e-6,6.2987,0.20166,1219.7,288.5,0.086638,3.944e-4,70.179,58.112,2.6232,0.45968,8487776,0,9.0755,0.48122,0.48124,0.31325,0.026844,0.14113,0.01366,0.035206,4.0235e-4,0,0,0,0,2.6997e-4,0.013472,4.6,16.619,83.419,-152.83,5.6936,0.13034,767.27,331.38,0.01,0.47353
8.9931,2039.2,151.18,-17.19,151.69,17.206,-114.27,-86.51,143.32,-142.87,12.432,0.75449,55.699,-4.8118,9.8086,0.045903,7.4879e-6,6.444,0.21,1219.7,288.5,0.086638,3.944e-4,70.253,58.112,2.6393,0.45917,8477070,0,9.0517,0.48114,0.48114,0.31326,0.026808,0.14107,0.0057177,0.014525,2.5558e-4,0,0,0,0,2.8321e-4,0.013457,4.6,16.619,83.475,-152.56,5.6808,0.12051,767.12,331.37,0.01,0.47393
9.0031,2040.7,151.01,-17.16,151.52,17.181,-114.36,-86.59,143.45,-142.87,12.424,0.84486,55.699,-4.8118,9.8086,0.013918,7.943e-6,-6.4673,-0.15837,1219.7,288.5,0.086638,3.944e-4,70.29,58.112,2.6472,0.45865,8466322,0,9.0281,0.48106,0.48106,0.31328,0.026772,0.14101,0.0017296,0.0045299,7.8801e-5,0,0,0,0,-2.8591e-4,0.013443,4.6,16.619,83.532,-152.28,5.6576,0.11069,766.97,331.37,0.01,0.47432
9.0131,2042.2,150.84,-17.132,151.35,17.157,-114.46,-86.67,143.57,-142.87,12.415,0.92217,55.699,-4.8118,9.8086,0.064652,7.5651e-6,-6.3927,-0.18908,1219.7,288.5,0.086638,3.944e-4,70.224,58.112,2.6331,0.45813,8455462,0,9.0044,0.48098,0.48099,0.3133,0.026735,0.14095,0.0080616,0.021359,4.1109e-4,0,0,0,0,-2.8e-4,0.013428,4.6,16.619,83.588,-152,5.612,0.10088,766.83,331.36,0.01,0.4747
9.0231,2043.7,150.67,-17.104,151.18,17.134,-114.56,-86.749,143.7,-142.86,12.406,0.99856,55.699,-4.8118,9.8086,0.1138,6.779e-6,-6.2271,-0.19335,1219.7,288.5,0.086638,3.944e-4,70.162,58.112,2.6194,0.4576,8444617,0,8.9809,0.4809,0.48092,0.31331,0.026699,0.14089,0.014236,0.037563,-3.8663e-4,0,0,0,0,-2.663e-4,0.013413,4.6,16.619,83.642,-151.71,5.5663,0.091078,766.68,331.35,0.01,0.47508
9.0331,2045.3,150.5,-17.078,151.01,17.111,-114.65,-86.829,143.82,-142.86,12.396,1.0721,55.699,-4.8118,9.8086,0.16047,7.9647e-6,-5.9698,-0.19606,1219.7,288.5,0.086638,3.944e-4,70.102,58.112,2.6065,0.45708,8433786,0,8.9576,0.48082,0.48086,0.31333,0.026662,0.14083,0.020136,0.052766,2.8215e-4,0,0,0,0,-2.4532e-4,0.013399,4.6,16.619,83.695,-151.43,5.5207,0.08129,766.54,331.35,0.01,0.47546
9.0431,2046.8,150.33,-17.052,150.83,17.09,-114.75,-86.908,143.94,-142.86,12.386,1.1409,55.699,-4.8118,9.8086,0.20383,8.4959e-6,-5.6277,-0.19727,1219.7,288.5,0.086638,3.944e-4,70.047,58.112,2.5946,0.45656,8422970,0,8.9345,0.48074,0.4808,0.31334,0.026626,0.14077,0.02565,0.066826,2.4027e-4,0,0,0,0,-2.1851e-4,0.013384,4.6,16.619,83.745,-151.16,5.475,0.071513,766.39,331.34,0.01,0.47585
9.0531,2048.3,150.15,-17.026,150.66,17.069,-114.84,-86.988,144.07,-142.86,12.375,1.2209,55.699,-4.8118,9.8086,0.25264,8.9238e-6,-5.2187,-0.19909,1219.7,288.5,0.086638,3.944e-4,69.986,58.112,2.5813,0.45605,8412307,0,8.9119,0.48066,0.48075,0.31336,0.02659,0.14071,0.031895,0.082218,4.3663e-4,0,0,0,0,-1.8834e-4,0.01337,4.6,16.619,83.792,-150.91,5.4546,0.061748,766.25,331.34,0.01,0.47623
9.0631,2049.8,149.98,-16.998,150.49,17.05,-114.94,-87.067,144.19,-142.85,12.363,1.3317,55.699,-4.8118,9.8086,0.31707,6.6535e-6,-4.6882,-0.19361,1219.7,288.5,0.086638,3.944e-4,69.907,58.112,2.5641,0.45555,8401960,0,8.8904,0.48058,0.48073,0.31337,0.026556,0.14066,0.040201,0.10321,3.3694e-4,0,0,0,0,-1.5233e-4,0.013355,4.6,16.619,83.834,-150.66,5.4892,0.051993,766.11,331.33,0.01,0.47661
